Country,Market_Type,Commodity,Price,Currency,Date,Inflation_Rate,Hunger_Index,Year,Month,Price_Shock_Index,Hunger_Risk_Level
Yemen,Wholesale,Sugar,125.55,PKR,20-01-2024,6.02,31.22,2024,1,30.94493116,High
India,Retail,Cooking Oil,96.7,BDT,04-03-2017,6.02,31.22,2017,3,7.241876456,High
India,Retail,Rice,66.49,NGN,12-10-2021,6.02,31.22,2021,10,-31.96561956,High
India,Urban,Wheat,98.38,NPR,11-08-2022,6.02,31.22,2022,8,5.694026644,High
Bangladesh,Retail,Maize,77.45,NPR,03-10-2023,6.02,31.22,2023,10,-28.55166052,High
Kenya,Urban,Wheat,155.21,KES,22-09-2022,6.02,31.22,2022,9,73.82685631,High
Haiti,Urban,Sugar,125.24,NGN,19-01-2017,6.02,31.22,2017,1,-28.7640066,High
Bangladesh,Rural,Cooking Oil,166.84,INR,24-11-2024,6.02,31.22,2024,11,103.8861053,High
Nepal,Wholesale,Sugar,88.38,KES,28-02-2021,6.02,31.22,2021,2,-27.43842365,High
Haiti,Wholesale,Wheat,105.65,INR,19-06-2020,6.02,31.22,2020,6,231.3989962,High
Nigeria,Wholesale,Cooking Oil,96.1,KES,20-07-2018,6.02,31.22,2018,7,247.0566992,High
Yemen,Urban,Pulses,85.05,HTG,20-11-2023,6.02,31.22,2023,11,-18.4720092,High
Bangladesh,Wholesale,Pulses,58.84,NGN,08-11-2022,6.02,31.22,2022,11,-41.96666338,High
Pakistan,Urban,Unknown,128.77,SDG,04-04-2021,6.02,31.22,2021,4,64.05911581,High
Haiti,Rural,Pulses,113.64,HTG,06-07-2020,6.02,31.22,2020,7,-9.305666401,High
Nepal,Wholesale,Pulses,98.11,NGN,14-11-2021,6.02,31.22,2021,11,-25.84278156,High
Nigeria,Urban,Rice,120.12,NGN,20-04-2015,6.02,31.22,2015,4,-30.02446697,High
Kenya,Wholesale,Pulses,83.51,KES,16-02-2016,6.02,31.22,2016,2,28.00429185,High
Pakistan,Wholesale,Rice,100.61,ETB,12-03-2015,6.02,31.22,2015,3,-16.15833333,High
Haiti,Rural,Maize,134.48,KES,18-12-2016,6.02,31.22,2016,12,73.32130429,High
Yemen,Retail,Rice,139.95,NPR,12-10-2018,6.02,31.22,2018,10,44.59885313,High
Pakistan,Wholesale,Rice,161.13,HTG,06-10-2021,6.02,31.22,2021,10,60.1530663,High
Nigeria,Rural,Wheat,55.62,BDT,07-04-2021,6.02,31.22,2021,4,-7.02106319,High
Pakistan,Wholesale,Rice,61.5,PKR,10-06-2022,6.02,31.22,2022,6,-61.83206107,High
Ethiopia,Wholesale,Rice,53.92,PKR,19-12-2016,6.02,31.22,2016,12,-30.19161056,High
Sudan,Wholesale,Wheat,74.07,HTG,19-12-2024,6.02,31.22,2024,12,-46.39600521,High
Kenya,Wholesale,Rice,86.59,YER,18-12-2024,6.02,31.22,2024,12,-49.03172641,High
Nigeria,Retail,Pulses,102.13,SDG,19-06-2022,6.02,31.22,2022,6,84.91761724,High
Pakistan,Retail,Rice,146.58,YER,07-05-2015,6.02,31.22,2015,5,138.3414634,High
Sudan,Wholesale,Maize,84.25,NPR,01-03-2016,6.02,31.22,2016,3,-6.83401526,High
Sudan,Wholesale,Rice,122.96,BDT,10-11-2024,6.02,31.22,2024,11,115.2661064,High
Pakistan,Rural,Rice,151.12,NGN,13-08-2023,6.02,31.22,2023,8,3.097284759,High
Yemen,Rural,Maize,81.79,BDT,14-05-2021,6.02,31.22,2021,5,-4.95061011,High
Ethiopia,Unknown,Wheat,88.75,KES,16-12-2021,6.02,31.22,2021,12,-42.01241424,High
Bangladesh,Retail,Unknown,102.64,HTG,01-09-2021,6.02,31.22,2021,9,-26.52827487,High
Ethiopia,Wholesale,Rice,32.98,ETB,19-09-2022,6.02,31.22,2022,9,-38.83531157,High
Pakistan,Retail,Pulses,120.45,INR,03-06-2020,6.02,31.22,2020,6,39.89547038,High
Kenya,Rural,Sugar,51.81,HTG,19-06-2016,6.02,31.22,2016,6,-47.55542059,High
Bangladesh,Retail,Pulses,131.59,HTG,03-09-2024,6.02,31.22,2024,9,123.6403807,High
Nigeria,Retail,Wheat,82.76,YER,13-06-2021,6.02,31.22,2021,6,48.79539734,High
Ethiopia,Wholesale,Wheat,79.58,KES,30-09-2023,6.02,31.22,2023,9,-10.33239437,High
Pakistan,Wholesale,Rice,60.85,INR,23-05-2021,6.02,31.22,2021,5,-59.73398624,High
Ethiopia,Rural,Maize,121.64,BDT,12-12-2017,6.02,31.22,2017,12,20.72250893,High
Bangladesh,Wholesale,Wheat,121.38,INR,28-10-2021,6.02,31.22,2021,10,50.27856878,High
Nepal,Rural,Maize,81.79,YER,18-02-2018,6.02,31.22,2018,2,-28.85351427,High
Haiti,Rural,Sugar,171.91,ETB,18-09-2019,6.02,31.22,2019,9,37.26445225,High
Ethiopia,Urban,Maize,101.37,NGN,22-07-2024,6.02,31.22,2024,7,-16.66392634,High
Nigeria,Urban,Cooking Oil,99.44,ETB,15-11-2019,6.02,31.22,2019,11,3.475546306,High
Nigeria,Urban,Maize,102.37,NGN,14-08-2023,6.02,31.22,2023,8,49.11871814,High
India,Retail,Wheat,72.79,KES,24-06-2017,6.02,31.22,2017,6,-26.01138443,High
Ethiopia,Urban,Unknown,60.25,KES,01-11-2020,6.02,31.22,2020,11,-54.03219654,High
Haiti,Wholesale,Maize,85.06,SDG,02-07-2017,6.02,31.22,2017,7,-36.74895895,High
Yemen,Wholesale,Cooking Oil,125.36,YER,02-01-2023,6.02,31.22,2023,1,15.27356322,High
Sudan,Urban,Cooking Oil,25.95,YER,22-01-2020,6.02,31.22,2020,1,-74.09662607,High
Haiti,Retail,Rice,40.02,ETB,22-10-2022,6.02,31.22,2022,10,-47.4458306,High
Sudan,Rural,Unknown,75.7,YER,03-11-2015,6.02,31.22,2015,11,-48.13292223,High
Sudan,Retail,Rice,28.24,NPR,17-08-2024,6.02,31.22,2024,8,-77.03318152,High
Nepal,Retail,Cooking Oil,43.33,INR,03-12-2015,6.02,31.22,2015,12,-44.25575711,High
India,Rural,Maize,132.38,SDG,10-03-2020,6.02,31.22,2020,3,186.971602,High
Haiti,Rural,Cooking Oil,82.47,SDG,14-06-2024,6.02,31.22,2024,6,-2.770572978,High
Haiti,Rural,Sugar,66.16,HTG,31-05-2016,6.02,31.22,2016,5,-61.51474609,High
Nepal,Wholesale,Maize,105.6,ETB,11-04-2015,6.02,31.22,2015,4,29.11113828,High
Ethiopia,Rural,Rice,104.6,SDG,18-05-2020,6.02,31.22,2020,5,217.1619163,High
Ethiopia,Rural,Maize,146.58,HTG,17-11-2020,6.02,31.22,2020,11,44.59899379,High
Ethiopia,Retail,Sugar,28.82,HTG,29-01-2021,6.02,31.22,2021,1,-42.52094136,High
Kenya,Retail,Cooking Oil,62.94,PKR,26-12-2018,6.02,31.22,2018,12,-39.58533308,High
Sudan,Urban,Wheat,76.12,PKR,05-02-2018,6.02,31.22,2018,2,2.767652221,High
Kenya,Retail,Pulses,115.65,PKR,30-09-2022,6.02,31.22,2022,9,38.48640881,High
Nepal,Wholesale,Wheat,123.46,SDG,28-01-2015,6.02,31.22,2015,1,9.45035461,High
Haiti,Retail,Cooking Oil,90.69,PKR,26-01-2017,6.02,31.22,2017,1,9.967260822,High
Sudan,Retail,Wheat,51.47,YER,19-02-2024,6.02,31.22,2024,2,-32.38307935,High
Kenya,Rural,Sugar,46.46,YER,20-06-2021,6.02,31.22,2021,6,-10.32619185,High
Kenya,Retail,Cooking Oil,136.13,SDG,07-02-2015,6.02,31.22,2015,2,116.2853511,High
Pakistan,Retail,Wheat,68.21,HTG,30-10-2023,6.02,31.22,2023,10,-49.44411503,High
Kenya,Rural,Pulses,85.84,BDT,03-07-2021,6.02,31.22,2021,7,-25.77604842,High
Yemen,Retail,Rice,166.29,ETB,17-02-2015,6.02,31.22,2015,2,18.8210075,High
Haiti,Wholesale,Cooking Oil,31.42,ETB,10-02-2023,6.02,31.22,2023,2,-65.35450436,High
Yemen,Urban,Cooking Oil,110.82,SDG,06-01-2015,6.02,31.22,2015,1,-11.59859604,High
Haiti,Retail,Maize,63.85,NGN,08-12-2018,6.02,31.22,2018,12,-24.93533976,High
Nepal,Wholesale,Wheat,165.45,PKR,30-07-2023,6.02,31.22,2023,7,34.01101571,High
Haiti,Retail,Rice,62.46,ETB,08-02-2017,6.02,31.22,2017,2,56.07196402,High
Yemen,Urban,Pulses,105.58,HTG,07-08-2024,6.02,31.22,2024,8,24.13874192,High
Haiti,Rural,Sugar,27.67,YER,24-09-2018,6.02,31.22,2018,9,-58.17714631,High
Nepal,Urban,Cooking Oil,162.13,INR,23-02-2024,6.02,31.22,2024,2,274.1749365,High
Nepal,Retail,Sugar,136.79,HTG,27-03-2017,6.02,31.22,2017,3,54.77483594,High
India,Urban,Sugar,77.75,BDT,08-01-2015,6.02,31.22,2015,1,-24.48156962,High
Haiti,Urban,Sugar,115.72,KES,15-02-2017,6.02,31.22,2017,2,318.2146729,High
Pakistan,Rural,Maize,138.29,ETB,24-10-2016,6.02,31.22,2016,10,322.3885156,High
Ethiopia,Retail,Sugar,106.11,BDT,07-12-2021,6.02,31.22,2021,12,268.1818182,High
Nigeria,Urban,Wheat,84.46,KES,22-07-2022,6.02,31.22,2022,7,2.054132431,High
Nepal,Urban,Wheat,96.08,BDT,25-11-2015,6.02,31.22,2015,11,-41.92807495,High
Bangladesh,Rural,Rice,104.4,SDG,24-11-2018,6.02,31.22,2018,11,8.772660971,High
Ethiopia,Wholesale,Rice,102.25,INR,04-02-2016,6.02,31.22,2016,2,-2.24665392,High
Sudan,Retail,Pulses,117.38,YER,18-02-2017,6.02,31.22,2017,2,-31.64453762,High
Haiti,Wholesale,Unknown,59.15,HTG,27-03-2020,6.02,31.22,2020,3,-67.83578032,High
Yemen,Wholesale,Sugar,74.07,NGN,19-11-2018,6.02,31.22,2018,11,-41.00358423,High
Nigeria,Rural,Maize,84.39,ETB,13-07-2021,6.02,31.22,2021,7,-17.56373938,High
Bangladesh,Rural,Sugar,118.84,KES,02-10-2021,6.02,31.22,2021,10,-3.773279352,High
Ethiopia,Retail,Sugar,38.88,KES,18-05-2018,6.02,31.22,2018,5,-63.35877863,High
Haiti,Wholesale,Sugar,106.16,NPR,27-05-2024,6.02,31.22,2024,5,-8.261320429,High
India,Urban,Cooking Oil,131.23,NPR,26-04-2023,6.02,31.22,2023,4,35.70837642,High
Sudan,Wholesale,Cooking Oil,101.94,ETB,09-04-2018,6.02,31.22,2018,4,292.8323699,High
Nigeria,Rural,Maize,103.01,KES,11-04-2015,6.02,31.22,2015,4,22.06422562,High
Pakistan,Urban,Maize,87.9,YER,27-09-2021,6.02,31.22,2021,9,-36.43792031,High
India,Urban,Wheat,102.49,SDG,04-03-2022,6.02,31.22,2022,3,40.80230801,High
Bangladesh,Rural,Maize,82.36,NPR,19-11-2015,6.02,31.22,2015,11,6.339573919,High
Nigeria,Urban,Pulses,102.13,NPR,29-01-2015,6.02,31.22,2015,1,0,High
India,Wholesale,Wheat,82.33,NGN,28-12-2024,6.02,31.22,2024,12,-19.67021173,High
Sudan,Rural,Sugar,92.82,SDG,20-01-2017,6.02,31.22,2017,1,-45.82701062,High
Pakistan,Retail,Maize,87.3,BDT,04-06-2023,6.02,31.22,2023,6,-0.682593857,High
India,Rural,Pulses,52.75,SDG,18-07-2019,6.02,31.22,2019,7,-51.06679035,High
Kenya,Retail,Maize,39.78,NGN,29-08-2016,6.02,31.22,2016,8,-66.54612732,High
Pakistan,Retail,Maize,103.17,INR,31-05-2016,6.02,31.22,2016,5,18.17869416,High
Bangladesh,Rural,Wheat,124.16,YER,13-01-2018,6.02,31.22,2018,1,2.290327896,High
Sudan,Rural,Wheat,162.17,HTG,28-08-2015,6.02,31.22,2015,8,215.0767437,High
Haiti,Retail,Rice,143.9,HTG,08-12-2017,6.02,31.22,2017,12,130.387448,High
Yemen,Retail,Wheat,136.17,INR,04-09-2020,6.02,31.22,2020,9,13.94979079,High
Yemen,Urban,Wheat,109.17,INR,18-04-2017,6.02,31.22,2017,4,-19.82815598,High
Yemen,Rural,Cooking Oil,104.77,BDT,27-09-2021,6.02,31.22,2021,9,-5.459303375,High
Nigeria,Rural,Maize,68.43,INR,26-01-2018,6.02,31.22,2018,1,-33.56955635,High
Bangladesh,Urban,Wheat,98.92,SDG,06-12-2018,6.02,31.22,2018,12,-20.32860825,High
Sudan,Rural,Maize,107.62,SDG,24-02-2024,6.02,31.22,2024,2,27.7388724,High
Pakistan,Urban,Maize,66.6,NPR,10-05-2021,6.02,31.22,2021,5,-35.44635068,High
Nigeria,Urban,Cooking Oil,96.38,NGN,29-08-2018,6.02,31.22,2018,8,-3.077232502,High
Bangladesh,Rural,Maize,0.09,SDG,13-06-2018,6.02,31.22,2018,6,-99.89072365,High
Haiti,Wholesale,Pulses,118.69,YER,25-12-2023,6.02,31.22,2023,12,4.443857797,High
Kenya,Retail,Wheat,58.61,HTG,24-06-2023,6.02,31.22,2023,6,-62.23825784,High
Sudan,Rural,Maize,42.89,PKR,05-02-2020,6.02,31.22,2020,2,-60.14681286,High
Yemen,Wholesale,Rice,128.9,HTG,06-10-2016,6.02,31.22,2016,10,-22.48481568,High
India,Urban,Rice,138.52,BDT,06-02-2021,6.02,31.22,2021,2,108.33208,High
Sudan,Wholesale,Cooking Oil,91.68,YER,19-08-2016,6.02,31.22,2016,8,-10.06474397,High
Nepal,Rural,Pulses,71.32,INR,12-04-2021,6.02,31.22,2021,4,-27.30608501,High
Bangladesh,Rural,Wheat,128.73,BDT,01-12-2024,6.02,31.22,2024,12,30.135463,High
Ethiopia,Wholesale,Cooking Oil,69.24,NGN,11-09-2022,6.02,31.22,2022,9,-36.88815969,High
Haiti,Rural,Rice,93.69,NGN,16-03-2016,6.02,31.22,2016,3,-34.89228631,High
Kenya,Retail,Pulses,153.93,BDT,27-04-2022,6.02,31.22,2022,4,79.32199441,High
Haiti,Wholesale,Wheat,115.01,HTG,12-04-2016,6.02,31.22,2016,4,8.859441552,High
Sudan,Urban,Maize,98.15,SDG,22-08-2017,6.02,31.22,2017,8,128.8412217,High
Ethiopia,Wholesale,Wheat,88.96,KES,26-06-2019,6.02,31.22,2019,6,11.78688113,High
Nepal,Wholesale,Sugar,101.75,YER,05-05-2023,6.02,31.22,2023,5,-25.6159076,High
Pakistan,Wholesale,Wheat,110.64,HTG,18-08-2022,6.02,31.22,2022,8,62.20495529,High
India,Wholesale,Maize,54.98,HTG,14-09-2022,6.02,31.22,2022,9,-58.46804653,High
Ethiopia,Urban,Sugar,148.33,BDT,15-08-2015,6.02,31.22,2015,8,281.5072016,High
Bangladesh,Urban,Pulses,81.67,PKR,09-09-2022,6.02,31.22,2022,9,-37.93601337,High
Yemen,Urban,Cooking Oil,91.82,YER,28-07-2018,6.02,31.22,2018,7,-12.36040851,High
Nepal,Wholesale,Pulses,132.54,BDT,21-08-2019,6.02,31.22,2019,8,85.83847448,High
India,Retail,Wheat,94.34,NPR,28-05-2016,6.02,31.22,2016,5,14.58763513,High
Kenya,Retail,Cooking Oil,135.24,YER,31-07-2015,6.02,31.22,2015,7,-0.653786821,High
Yemen,Urban,Wheat,98.12,SDG,05-07-2023,6.02,31.22,2023,7,-10.12182834,High
Sudan,Retail,Rice,103.97,KES,09-02-2022,6.02,31.22,2022,2,268.1657224,High
Ethiopia,Retail,Rice,108.61,KES,08-02-2017,6.02,31.22,2017,2,6.2200489,High
India,Retail,Maize,114.96,KES,25-01-2024,6.02,31.22,2024,1,109.0942161,High
Nigeria,Retail,Pulses,122.38,PKR,28-05-2024,6.02,31.22,2024,5,19.82767062,High
Pakistan,Retail,Rice,142.08,SDG,06-03-2016,6.02,31.22,2016,3,133.4921939,High
Pakistan,Rural,Sugar,139.7,SDG,29-08-2023,6.02,31.22,2023,8,51.99651833,High
Nepal,Urban,Sugar,68.27,SDG,20-06-2019,6.02,31.22,2019,6,-32.9041769,High
Kenya,Wholesale,Wheat,158.17,BDT,03-12-2023,6.02,31.22,2023,12,169.8686231,High
Nepal,Retail,Cooking Oil,31.98,KES,17-09-2015,6.02,31.22,2015,9,-80.27508789,High
Nigeria,Rural,Sugar,74.75,YER,21-10-2019,6.02,31.22,2019,10,-50.67308961,High
Bangladesh,Wholesale,Unknown,94.49,YER,25-07-2021,6.02,31.22,2021,7,-7.940374123,High
Kenya,Rural,Cooking Oil,53.35,ETB,07-12-2016,6.02,31.22,2016,12,-60.55161195,High
Haiti,Retail,Rice,111.19,YER,15-02-2015,6.02,31.22,2015,2,18.67862098,High
Bangladesh,Retail,Unknown,129.59,NGN,26-05-2017,6.02,31.22,2017,5,37.14678802,High
Kenya,Retail,Cooking Oil,71.5,NPR,27-12-2022,6.02,31.22,2022,12,34.02061856,High
Kenya,Retail,Maize,118.54,NGN,09-05-2020,6.02,31.22,2020,5,197.9889392,High
Nigeria,Wholesale,Pulses,133.47,PKR,20-05-2019,6.02,31.22,2019,5,9.061938225,High
Sudan,Wholesale,Pulses,22.58,KES,24-03-2021,6.02,31.22,2021,3,-80.76333277,High
Nigeria,Rural,Maize,106.97,NGN,18-12-2024,6.02,31.22,2024,12,56.32032734,High
Kenya,Urban,Sugar,114.93,YER,06-10-2019,6.02,31.22,2019,10,147.3740852,High
India,Retail,Pulses,63.31,KES,20-04-2019,6.02,31.22,2019,4,20.01895735,High
Bangladesh,Rural,Cooking Oil,104.86,NPR,26-09-2023,6.02,31.22,2023,9,-37.14936466,High
Nigeria,Rural,Maize,72.49,ETB,14-04-2023,6.02,31.22,2023,4,-32.23333645,High
Sudan,Rural,Sugar,92.52,BDT,15-06-2018,6.02,31.22,2018,6,-0.323206206,High
Ethiopia,Retail,Wheat,95.77,ETB,29-01-2018,6.02,31.22,2018,1,7.655125899,High
Nepal,Retail,Wheat,122.22,INR,09-10-2022,6.02,31.22,2022,10,27.20649459,High
Kenya,Rural,Cooking Oil,117.05,INR,27-10-2019,6.02,31.22,2019,10,63.70629371,High
Haiti,Retail,Cooking Oil,115.04,NPR,30-11-2015,6.02,31.22,2015,11,266.136219,High
Ethiopia,Rural,Cooking Oil,150.33,INR,11-03-2019,6.02,31.22,2019,3,117.1143847,High
Pakistan,Wholesale,Pulses,125.82,PKR,09-07-2016,6.02,31.22,2016,7,4.458281445,High
Yemen,Retail,Cooking Oil,111.34,HTG,10-08-2020,6.02,31.22,2020,8,21.25898497,High
Sudan,Wholesale,Unknown,51.01,YER,31-12-2016,6.02,31.22,2016,12,-32.61558785,High
Haiti,Urban,Maize,146.3,BDT,28-12-2016,6.02,31.22,2016,12,129.1307753,High
Yemen,Retail,Sugar,150.67,HTG,09-03-2018,6.02,31.22,2018,3,103.4156879,High
Sudan,Urban,Maize,86.84,NGN,16-04-2020,6.02,31.22,2020,4,-11.52317881,High
India,Rural,Pulses,67.63,PKR,11-07-2017,6.02,31.22,2017,7,6.823566577,High
Nepal,Retail,Wheat,130.18,NGN,23-07-2018,6.02,31.22,2018,7,6.512845688,High
Ethiopia,Retail,Sugar,27.19,HTG,02-01-2016,6.02,31.22,2016,1,-81.66925099,High
Bangladesh,Retail,Maize,115.93,INR,15-09-2016,6.02,31.22,2016,9,128711.1111,High
Sudan,Urban,Cooking Oil,159.87,YER,13-07-2020,6.02,31.22,2020,7,74.37827225,High
Bangladesh,Urban,Maize,84.75,HTG,29-10-2024,6.02,31.22,2024,10,-26.89554041,High
Nepal,Rural,Rice,109.69,YER,11-04-2020,6.02,31.22,2020,4,15.0996852,High
Kenya,Wholesale,Sugar,104.04,INR,02-03-2024,6.02,31.22,2024,3,-9.475332811,High
Pakistan,Wholesale,Pulses,141.73,ETB,24-04-2020,6.02,31.22,2020,4,12.64504848,High
Ethiopia,Urban,Unknown,104.24,PKR,28-10-2015,6.02,31.22,2015,10,73.01244813,High
Nepal,Retail,Maize,86.29,NGN,30-05-2023,6.02,31.22,2023,5,-18.28598485,High
Nepal,Wholesale,Pulses,39.23,YER,29-12-2017,6.02,31.22,2017,12,-70.40138826,High
India,Wholesale,Wheat,103.77,YER,30-12-2022,6.02,31.22,2022,12,9.995760017,High
Yemen,Urban,Cooking Oil,97.21,YER,31-07-2024,6.02,31.22,2024,7,-12.69085683,High
Pakistan,Rural,Cooking Oil,18.62,NPR,25-04-2018,6.02,31.22,2018,4,-77.49576988,High
Ethiopia,Urban,Wheat,59.73,KES,07-06-2015,6.02,31.22,2015,6,-37.63182625,High
Kenya,Urban,Wheat,76.09,INR,16-09-2018,6.02,31.22,2018,9,-51.89353228,High
Kenya,Retail,Rice,76.1,HTG,11-02-2024,6.02,31.22,2024,2,-12.11456288,High
Nigeria,Urban,Pulses,102.13,PKR,13-04-2020,6.02,31.22,2020,4,-23.48093204,High
Nepal,Retail,Sugar,95.61,NPR,12-07-2024,6.02,31.22,2024,7,40.04687271,High
Sudan,Rural,Cooking Oil,97.49,ETB,16-11-2021,6.02,31.22,2021,11,-39.0192031,High
India,Retail,Wheat,190.38,NPR,31-10-2020,6.02,31.22,2020,10,83.46342874,High
Pakistan,Rural,Wheat,82.34,KES,05-01-2023,6.02,31.22,2023,1,-25.57845264,High
Kenya,Rural,Pulses,65.23,INR,14-01-2015,6.02,31.22,2015,1,-57.62359514,High
Ethiopia,Rural,Sugar,162.68,INR,28-02-2018,6.02,31.22,2018,2,498.3082015,High
Nigeria,Urban,Wheat,158.56,BDT,12-12-2023,6.02,31.22,2023,12,87.7338385,High
Ethiopia,Retail,Rice,56.71,INR,20-06-2022,6.02,31.22,2022,6,-47.7856551,High
India,Wholesale,Sugar,148.54,ETB,24-02-2023,6.02,31.22,2023,2,91.04823151,High
Sudan,Urban,Rice,26.13,BDT,20-05-2018,6.02,31.22,2018,5,-74.86775031,High
Nigeria,Wholesale,Cooking Oil,171.31,YER,04-03-2018,6.02,31.22,2018,3,77.7443453,High
Yemen,Urban,Wheat,121.28,SDG,18-04-2015,6.02,31.22,2015,4,23.60375051,High
Pakistan,Wholesale,Sugar,134.34,PKR,30-11-2019,6.02,31.22,2019,11,-3.836793128,High
Nigeria,Rural,Rice,117.75,INR,22-09-2016,6.02,31.22,2016,9,-1.973026973,High
Yemen,Wholesale,Cooking Oil,73.64,PKR,10-08-2022,6.02,31.22,2022,8,-24.2464767,High
Yemen,Wholesale,Cooking Oil,147.83,INR,14-06-2015,6.02,31.22,2015,6,100.7468767,High
India,Rural,Wheat,154.25,KES,18-12-2022,6.02,31.22,2022,12,-18.97783381,High
Bangladesh,Wholesale,Unknown,70.91,NPR,10-01-2021,6.02,31.22,2021,1,-45.2812717,High
Ethiopia,Urban,Wheat,98.72,SDG,13-12-2015,6.02,31.22,2015,12,65.27708019,High
Sudan,Wholesale,Maize,50.67,INR,14-11-2017,6.02,31.22,2017,11,-41.65131276,High
Haiti,Retail,Wheat,98.09,NPR,13-05-2020,6.02,31.22,2020,5,-14.71176419,High
Ethiopia,Urban,Pulses,106.96,YER,28-04-2019,6.02,31.22,2019,4,0,High
Nigeria,Wholesale,Rice,150.1,HTG,16-12-2015,6.02,31.22,2015,12,27.47346072,High
Sudan,Retail,Pulses,164.03,NGN,29-04-2019,6.02,31.22,2019,4,626.4393268,High
Kenya,Retail,Cooking Oil,57.45,INR,18-01-2019,6.02,31.22,2019,1,-50.91841094,High
Bangladesh,Retail,Cooking Oil,130.77,KES,26-12-2019,6.02,31.22,2019,12,24.70913599,High
Kenya,Wholesale,Cooking Oil,135.19,ETB,29-08-2022,6.02,31.22,2022,8,135.3176675,High
Kenya,Rural,Wheat,30.09,SDG,17-08-2022,6.02,31.22,2022,8,-60.45472467,High
Pakistan,Retail,Sugar,138.6,BDT,26-05-2018,6.02,31.22,2018,5,3.171058508,High
Ethiopia,Rural,Wheat,40.88,BDT,23-06-2018,6.02,31.22,2018,6,-58.58995138,High
Haiti,Urban,Rice,79.55,NPR,18-06-2021,6.02,31.22,2021,6,-28.45579638,High
India,Rural,Wheat,63.96,SDG,25-05-2017,6.02,31.22,2017,5,-58.53484603,High
Haiti,Rural,Cooking Oil,37.16,PKR,19-12-2019,6.02,31.22,2019,12,-67.69819193,High
Kenya,Rural,Maize,144.15,BDT,12-11-2021,6.02,31.22,2021,11,21.60452168,High
Nigeria,Rural,Rice,62.31,INR,22-03-2019,6.02,31.22,2019,3,-58.48767488,High
Bangladesh,Rural,Pulses,84.15,BDT,18-08-2019,6.02,31.22,2019,8,3.036610751,High
Nepal,Urban,Maize,99.73,YER,22-04-2021,6.02,31.22,2021,4,15.57538533,High
Haiti,Urban,Rice,129.72,INR,08-09-2024,6.02,31.22,2024,9,63.0672533,High
Kenya,Rural,Rice,98.75,PKR,30-03-2017,6.02,31.22,2017,3,29.76346912,High
Bangladesh,Rural,Cooking Oil,119.5,ETB,10-03-2019,6.02,31.22,2019,3,-8.618184599,High
Sudan,Retail,Pulses,90.76,KES,28-07-2015,6.02,31.22,2015,7,-44.66865817,High
Ethiopia,Urban,Wheat,59.68,NGN,28-02-2020,6.02,31.22,2020,2,45.98825832,High
Yemen,Wholesale,Pulses,140.82,ETB,11-02-2016,6.02,31.22,2016,2,33.37753362,High
Pakistan,Urban,Cooking Oil,183.14,YER,29-10-2020,6.02,31.22,2020,10,883.566058,High
Bangladesh,Wholesale,Cooking Oil,108.16,PKR,24-04-2024,6.02,31.22,2024,4,-9.489539749,High
Nigeria,Retail,Cooking Oil,75.64,NPR,17-04-2015,6.02,31.22,2015,4,-55.8461269,High
Nigeria,Rural,Maize,70.57,NGN,19-05-2022,6.02,31.22,2022,5,-2.648641192,High
Bangladesh,Retail,Pulses,100.17,YER,21-10-2021,6.02,31.22,2021,10,19.03743316,High
Nigeria,Unknown,Pulses,100.54,SDG,13-06-2023,6.02,31.22,2023,6,-1.556839322,High
Ethiopia,Urban,Unknown,57.51,SDG,16-04-2019,6.02,31.22,2019,4,-44.82924021,High
Nigeria,Rural,Sugar,32.27,NGN,21-11-2016,6.02,31.22,2016,11,-56.82943144,High
Haiti,Wholesale,Wheat,115.25,NPR,26-11-2018,6.02,31.22,2018,11,17.49413804,High
Yemen,Wholesale,Cooking Oil,49.39,YER,24-05-2016,6.02,31.22,2016,5,-66.59000203,High
Nigeria,Retail,Pulses,83.9,HTG,25-12-2018,6.02,31.22,2018,12,-16.55062662,High
Yemen,Urban,Pulses,165.15,PKR,22-01-2018,6.02,31.22,2018,1,17.27737537,High
Kenya,Wholesale,Rice,66.75,BDT,30-10-2020,6.02,31.22,2020,10,-32.40506329,High
India,Retail,Wheat,142.15,BDT,02-07-2022,6.02,31.22,2022,7,122.2482802,High
Ethiopia,Urban,Sugar,59.15,KES,15-04-2021,6.02,31.22,2021,4,-63.64027539,High
India,Urban,Sugar,134.99,INR,29-08-2015,6.02,31.22,2015,8,-9.122121987,High
Kenya,Retail,Cooking Oil,104.18,HTG,14-06-2015,6.02,31.22,2015,6,-22.93808714,High
Ethiopia,Wholesale,Sugar,119.53,YER,05-02-2019,6.02,31.22,2019,2,102.079459,High
Bangladesh,Wholesale,Sugar,75.65,KES,02-08-2018,6.02,31.22,2018,8,-36.34298216,High
Bangladesh,Retail,Wheat,125.48,YER,29-06-2023,6.02,31.22,2023,6,-2.524664025,High
Yemen,Wholesale,Wheat,114.98,BDT,25-12-2022,6.02,31.22,2022,12,-5.194591029,High
Kenya,Retail,Cooking Oil,175.52,HTG,11-11-2021,6.02,31.22,2021,11,68.47763486,High
Yemen,Wholesale,Pulses,75.36,BDT,31-10-2015,6.02,31.22,2015,10,-54.36875568,High
Pakistan,Wholesale,Rice,151.44,HTG,09-11-2016,6.02,31.22,2016,11,6.587837838,High
Nigeria,Retail,Cooking Oil,63.97,SDG,05-03-2017,6.02,31.22,2017,3,-15.42834479,High
